76 180 180 16
75 33 0.658754 0 8
49 33 2.44516 18 13
73 37 2.68818 26 6
44 23 3.15434 11 16
68 34 2.60681 30 18
30 56 3.37039 21 18
68 29 3.73361 19 27
16 32 2.49621 15 1
7 43 2.49621 16 9
44 42 4.19044 29 19
58 41 5.40582 26 28
58 58 3.10684 37 22
44 45 3.03813 16 26
7 55 2.49621 12 14
35 59 7.60291 31 20
30 61 4.77047 8 25
-1 0 2.31193 19 14
44 35 3.45965 20 30
50 50 4.9543 13 26
35 46 2.49621 15 11
37 71 4.30148 22 24
28 40 2.68818 28 11
63 41 6.06891 12 22
16 37 6.73381 6 19
49 24 4.96838 27 11
16 41 1.89409 14 31
75 40 4.09203 18 27
75 48 2.52899 17 18
16 27 4.04058 29 5
30 50 1.75621 13 16
68 33 1.78674 22 18
25 61 5.03335 25 21
44 30 4.93245 28 8
16 21 2.68818 27 12
67 45 1.57866 19 0
7 38 1.55916 10 10
61 60 1.68843 12 16
21 59 0.527675 14 12
16 51 2.54409 24 27
72 52 4.9543 16 19
49 36 4.38087 33 10
42 43 2.51824 15 20
16 39 3.51824 11 20
1 40 -0 18 22
16 17 0.613738 17 21
68 41 2.71061 21 6
0 46 3.53885 27 19
16 48 1.65065 19 12
68 48 3.67933 20 24
16 11 3.16023 5 13
44 36 4.33866 22 16
16 25 2.09445 12 10
4 48 2.29474 19 19
35 62 4 22 37
4 58 6.1199 16 15
16 46 5.86828 7 3
23 52 7.60291 26 26
67 66 5.37986 14 22
16 34 3.15434 21 7
72 87 7.60291 24 29
21 70 4.33491 13 13
28 39 4.97798 15 11
63 35 2.31193 18 15
16 17 0.731495 11 12
42 54 5.05294 28 21
38 62 2.47444 9 37
7 58 7.07173 37 17
75 38 3.16331 30 30
16 23 3.22626 10 28
61 53 3.28004 8 17
60 77 4.34132 11 15
30 63 3.02055 3 15
58 47 -0 1 14
16 27 2.80041 6 29
28 39 4.04132 10 33
68 27 1.99414 20 28

Temps: 0.04 seconds
Valeur OPT: 5.72374
