101 112 112 0
-1 0 96.1523 0 16
69 33 3689.84 10 16
0 33 1011.41 7 10
80 34 -0 13 8
75 47 1420.7 19 5
89 27 1628.83 26 10
0 20 3236.86 3 25
0 27 3256.24 5 35
52 45 2098.74 9 27
81 45 899.269 16 14
0 44 951.907 16 13
7 55 2383.28 12 16
0 28 686.189 19 2
89 27 -0 23 6
100 40 2203.89 20 13
53 38 3734.42 8 27
92 37 853.136 19 28
96 43 1185.31 2 30
89 41 307.83 12 25
52 39 2118.89 17 11
28 56 2100.23 9 18
73 38 1251.01 11 2
0 35 -0 18 0
56 46 3715 29 5
68 45 2017.74 3 18
55 55 -0 6 11
53 24 2383.89 17 23
0 8 2812.16 16 25
0 8 401.992 16 15
68 45 42 9 1
88 47 416.72 21 2
52 40 929.998 27 7
62 56 4272.05 23 29
50 35 -0 11 9
78 50 3121.03 14 16
81 56 -0 8 10
47 63 479.703 5 9
59 27 1008.59 8 7
98 54 -0 16 19
75 46 3981.12 31 22
0 14 995.54 9 16
22 40 -0 5 3
94 36 -0 5 20
15 50 2591.73 7 12
100 43 2257.09 18 7
5 39 2772.33 16 7
47 53 748.932 1 23
52 40 1873.71 27 13
27 42 1039.88 36 15
47 56 3785.26 30 11
28 23 1438.41 13 13
33 46 511.278 10 9
0 17 -0 9 10
0 9 3174.55 14 16
26 39 1806.81 18 6
40 44 -0 2 9
40 37 -0 6 21
53 29 -0 7 12
40 19 1795.68 18 9
0 21 2015.13 28 27
6 31 -0 3 6
98 37 1910.75 13 5
52 37 2383.28 19 17
69 50 140.541 10 9
47 64 943.422 9 26
33 63 2273.89 20 20
0 67 2695.04 25 36
23 64 1053.14 25 23
80 28 3422.83 36 12
27 24 1524.6 6 18
69 44 -0 5 11
9 59 2065.08 15 9
40 29 4237.61 25 31
58 32 1456.46 9 14
53 33 2112.92 8 19
40 33 710.463 18 20
50 35 4293.08 13 41
27 31 1936.42 14 19
81 44 -0 3 3
50 38 1121.66 23 19
28 26 -0 6 8
28 32 2452.73 26 26
7 38 1263.65 16 5
60 38 1395.85 11 9
5 36 -0 7 1
92 32 4107.1 41 8
100 51 7729.97 35 9
97 37 2730.98 26 3
89 31 994.604 9 18
0 11 3306.6 15 17
7 49 -0 3 3
37 34 -0 1 14
59 24 -0 2 3
59 29 2716.7 22 8
0 19 2503.56 27 26
94 26 2726.7 20 36
59 25 2292.88 11 18
94 25 2290.6 12 17
92 27 -0 10 6
59 25 -0 9 5
37 31 -0 17 16

Temps: 0.05 seconds
Valeur OPT: 17940.8
