Solutions/btk_031_0_0.dat.sol:Bilan; btk_031_0_0.dat; 0.39; OptimizationStatus.OPTIMAL; 6914.7502110000005
Solutions/btk_031_0_4.dat.sol:Bilan; btk_031_0_4.dat; 0.034; OptimizationStatus.OPTIMAL; 1159099.0
Solutions/btk_031_2_0.dat.sol:Bilan; btk_031_2_0.dat; 0.321; OptimizationStatus.OPTIMAL; 10753.62284
Solutions/btk_031_2_4.dat.sol:Bilan; btk_031_2_4.dat; 0.05; OptimizationStatus.OPTIMAL; 1159099.0
Solutions/btk_032_0_0.dat.sol:Bilan; btk_032_0_0.dat; 0.381; OptimizationStatus.OPTIMAL; 1362.2244
Solutions/btk_032_0_4.dat.sol:Bilan; btk_032_0_4.dat; 0.047; OptimizationStatus.OPTIMAL; 4425.0
Solutions/btk_032_2_0.dat.sol:Bilan; btk_032_2_0.dat; 0.244; OptimizationStatus.OPTIMAL; 823.9984999999988
Solutions/btk_032_2_4.dat.sol:Bilan; btk_032_2_4.dat; 0.349; OptimizationStatus.OPTIMAL; 0.0
Solutions/btk_054_0_0.dat.sol:Bilan; btk_054_0_0.dat; 0.034; OptimizationStatus.OPTIMAL; 1550.0
Solutions/btk_054_0_4.dat.sol:Bilan; btk_054_0_4.dat; 0.027; OptimizationStatus.OPTIMAL; 1475.0
Solutions/btk_054_2_0.dat.sol:Bilan; btk_054_2_0.dat; 0.715; OptimizationStatus.OPTIMAL; 296.2556289999993
Solutions/btk_054_2_4.dat.sol:Bilan; btk_054_2_4.dat; 0.857; OptimizationStatus.OPTIMAL; 296.2556289999993
Solutions/btk_075_0_0.dat.sol:Bilan; btk_075_0_0.dat; 2.217; OptimizationStatus.OPTIMAL; 469.3326999999581
Solutions/btk_075_0_4.dat.sol:Bilan; btk_075_0_4.dat; 0.014; OptimizationStatus.OPTIMAL; 2450.0
Solutions/btk_075_2_0.dat.sol:Bilan; btk_075_2_0.dat; 0.994; OptimizationStatus.OPTIMAL; 1592.4714169999997
Solutions/btk_075_2_4.dat.sol:Bilan; btk_075_2_4.dat; 1.395; OptimizationStatus.OPTIMAL; 682.0547928000015
Solutions/btk_087_0_0.dat.sol:Bilan; btk_087_0_0.dat; 0.441; OptimizationStatus.OPTIMAL; 13219.134800000007
Solutions/btk_087_0_4.dat.sol:Bilan; btk_087_0_4.dat; 0.048; OptimizationStatus.OPTIMAL; 6889150.0
Solutions/btk_087_2_0.dat.sol:Bilan; btk_087_2_0.dat; 0.992; OptimizationStatus.OPTIMAL; 2907.1750799999973
Solutions/btk_087_2_4.dat.sol:Bilan; btk_087_2_4.dat; 0.039; OptimizationStatus.OPTIMAL; 7524121.0
Solutions/btk_1-Reichstett_0_0.dat.sol:Bilan; btk_1-Reichstett_0_0.dat; 0.324; OptimizationStatus.OPTIMAL; 84061.32949999999
Solutions/btk_1-Reichstett_0_4.dat.sol:Bilan; btk_1-Reichstett_0_4.dat; 0.05; OptimizationStatus.OPTIMAL; 37140.79999999999
Solutions/btk_1-Reichstett_2_0.dat.sol:Bilan; btk_1-Reichstett_2_0.dat; 0.271; OptimizationStatus.OPTIMAL; 60269.42499999999
Solutions/btk_1-Reichstett_2_4.dat.sol:Bilan; btk_1-Reichstett_2_4.dat; 0.332; OptimizationStatus.OPTIMAL; 60263.29099999998
Solutions/btk_102_0_0.dat.sol:Bilan; btk_102_0_0.dat; 2.488; OptimizationStatus.OPTIMAL; 41.7364
Solutions/btk_102_0_4.dat.sol:Bilan; btk_102_0_4.dat; 0.085; OptimizationStatus.OPTIMAL; 2883.33
Solutions/btk_102_2_0.dat.sol:Bilan; btk_102_2_0.dat; 0.139; OptimizationStatus.OPTIMAL; 3280.832099999998
Solutions/btk_102_2_4.dat.sol:Bilan; btk_102_2_4.dat; 2.918; OptimizationStatus.OPTIMAL; 714.3223600000001
Solutions/btk_109_0_0.dat.sol:Bilan; btk_109_0_0.dat; 0.079; OptimizationStatus.OPTIMAL; 1402851.891
